Creation Time,Travel Endtime,Search Distance,Total Distance,Car Failed
58891,59393,9,3018,false
62292,62671,171,2277,false
61140,61392,9,1513,false
57342,57603,67,1571,false
60895,61010,93,694,false
57366,57677,67,1872,false
60257,60459,12,1215,false
61078,61430,12,2118,false
61851,62211,55,2161,false
56342,57123,178,4692,false
61305,61869,78,3388,false
59925,60539,77,3688,false
65186,65789,9,3620,false
62411,62925,77,3086,false
61940,62366,152,2559,false
62460,63040,171,3481,false
58994,59510,93,3102,false
57277,57991,77,4290,false
65699,65797,292,592,false
60778,61044,95,1599,false
62756,63521,78,4592,false
59045,59598,12,3322,false
58743,59146,12,2419,false
61176,61740,77,3387,false
60804,61063,55,1559,false
63095,63571,149,2857,false
59006,59559,9,3319,false
56831,57334,12,3021,false
58807,58916,55,656,false
56838,57501,67,3979,false
62094,62570,152,2860,false
58098,58460,67,2173,false
59788,60298,55,3064,false
60889,61067,171,1073,false
57899,58251,12,2118,false
59313,59993,171,4083,false
57839,58191,9,2115,false
63371,63874,12,3021,false
57332,57545,77,1280,false
65035,65447,67,2474,false
59253,59674,123,2530,false
64103,64966,67,5183,false
65339,65665,152,1957,false
57438,58102,77,3989,false
60915,61149,206,1409,false
58091,58980,223,5339,false
61787,62000,77,1280,false
57709,58221,67,3076,false
61548,62074,152,3161,false
56531,57095,77,3387,false
65195,65721,152,3161,false
56919,57332,77,2484,false
60356,61221,77,5193,false
59112,59428,93,1898,false
64245,64657,368,2474,false
61504,61665,67,969,false
61977,62406,171,2578,false
56954,57275,123,1928,false
58022,58649,152,3763,false
62648,63212,77,3387,false
64866,65321,327,2734,false
57608,57974,93,2199,false
59281,59752,123,2831,false
58068,58682,77,3688,false
58298,58851,12,3322,false
63880,64235,26,2132,false
59185,59394,55,1258,false
56866,57017,9,911,false
60980,61556,152,3462,false
65722,65985,77,1581,false
57510,58182,123,4035,false
64184,64837,9,3921,false
58468,59099,178,3789,false
57746,58106,55,2161,false
59256,60012,26,4540,false
61635,62090,26,2734,false
57143,57459,95,1900,false
57543,57903,55,2161,false
60853,61116,78,1582,false
62933,63464,178,3187,false
59839,60303,77,2785,false
61358,61938,171,3481,false
61029,61582,12,3322,false
59603,60152,289,3298,false
62351,62887,509,3217,false
62702,63068,396,2201,false
62853,63341,223,2931,false
56710,57163,12,2720,false
57682,58299,93,3704,false
59982,60592,55,3666,false
58118,58682,77,3387,false
60675,61285,55,3666,false
63708,64405,275,4187,false
63069,63424,26,2132,false
56422,57133,55,4268,false
62695,63298,9,3620,false
58409,58871,67,2775,false
61252,61467,93,1296,false
60484,61122,223,3834,false
58406,58766,55,2161,false
57226,57889,67,3979,false
56527,57080,9,3319,false
61998,62902,9,5426,false
65389,66192,9,4824,false
64521,64734,78,1281,false
65610,66120,55,3064,false
58151,58554,12,2419,false
57129,57532,12,2419,false
58659,59182,130,3139,false
65271,65726,26,2734,false
58341,58657,95,1900,false
59125,59480,26,2132,false
61219,61406,223,1125,false
61841,62370,171,3180,false
62316,62842,152,3161,false
59578,59940,67,2173,false
57083,57710,152,3763,false
62129,62414,208,1712,false
62824,63179,26,2132,false
59332,59792,55,2763,false
58121,58835,77,4290,false
63303,63767,78,2786,false
65384,65585,9,1212,false
59517,60034,95,3104,false
59960,60235,152,1656,false
60263,60916,313,3924,false
65457,65694,224,1427,false
62673,62925,12,1516,false
65343,65606,77,1581,false
60004,60406,9,2416,false
58383,58862,171,2879,false
56400,57274,130,5246,false
57866,58232,95,2201,false
56834,57348,77,3086,false
60215,60782,95,3405,false
59013,59736,130,4343,false
57087,57341,26,1530,false
58052,58925,123,5239,false
57160,57732,123,3433,false
62198,62368,123,1025,false
66295,66661,93,2199,false
59300,59515,93,1296,false
59329,59734,26,2433,false
60167,60232,95,395,false
61621,61784,77,979,false
57537,57997,356,2763,false
59032,59184,12,914,false
65661,66283,123,3734,false
59660,60023,78,2184,false
63658,64473,77,4892,false
63888,64585,275,4187,false
61292,61507,93,1296,false
62194,62457,78,1582,false
59441,59943,9,3018,false
61528,62308,171,4685,false
58649,58960,67,1872,false
64450,64702,12,1516,false
61831,62371,234,3243,false
58170,58583,77,2484,false
58005,58106,9,610,false
59625,60092,95,2803,false
62534,62922,223,2329,false
62573,62727,26,928,false
60420,60949,171,3180,false
60850,61412,67,3377,false
58187,58718,178,3187,false
64355,64618,77,1581,false
65294,65710,95,2502,false
60652,61032,178,2284,false
58491,59252,55,4569,false
58243,59023,171,4685,false
59784,60147,379,2184,false
65102,65464,67,2173,false
59765,60178,77,2484,false
59845,60084,234,1437,false
58942,59578,206,3817,false
58827,59011,206,1108,false
62115,62718,12,3623,false
63360,63564,26,1229,false
66285,66747,67,2775,false
58949,59352,12,2419,false
57506,58170,78,3990,false
61838,62251,77,2484,false
59778,60340,67,3377,false
57205,57991,206,4720,false
57936,58450,77,3086,false
58678,58991,78,1883,false
60193,60719,152,3161,false
61498,61657,55,957,false
64257,64609,12,2118,false
58354,58864,55,3064,false
59227,59958,178,4391,false
64601,64803,12,1215,false
61662,62209,275,3284,false
60007,60122,93,694,false
63841,64518,152,4064,false
66461,66863,9,2416,false
62229,62835,26,3637,false
65240,65728,223,2931,false
62260,62372,77,678,false
62985,63437,310,2717,false
62049,62604,26,3336,false
58403,59171,95,4609,false
60446,60695,292,1495,false
62509,63222,67,4280,false
64870,65349,171,2879,false
60449,61279,171,4986,false
62208,62814,26,3637,false
59606,60011,26,2433,false
59689,60361,123,4035,false
64480,64985,26,3035,false
64343,64547,26,1229,false
58536,59217,178,4090,false
59657,59916,55,1559,false
58646,58959,77,1882,false
59791,59992,9,1212,false
62337,62585,289,1492,false
58429,58917,224,2932,false
64681,65295,77,3688,false
57692,58156,77,2785,false
62274,62504,178,1381,false
64622,64959,223,2028,false
65652,66040,223,2329,false
59150,59685,206,3215,false
61098,61314,95,1298,false
60520,60629,55,656,false
57668,58173,26,3035,false
65989,66241,9,1513,false
64900,65166,93,1597,false
61262,61687,149,2556,false
66235,66988,9,4523,false
60957,61086,178,779,false
59549,59833,206,1710,false
64039,64804,77,4591,false
61793,61994,9,1212,false
63345,63771,152,2559,false
62795,63100,26,1831,false
59083,59612,171,3180,false
59756,60158,9,2416,false
63607,64210,9,3620,false
58045,58397,12,2118,false
60017,60380,77,2183,false
60591,61004,77,2484,false
57503,57915,67,2474,false
59663,59968,327,1831,false
64857,64935,171,471,false
60161,60587,152,2559,false
66250,66662,67,2474,false
63364,63967,12,3623,false
66466,67026,55,3365,false
65430,65760,178,1983,false
62125,62580,26,2734,false
61062,61325,78,1582,false
63084,63497,378,2484,false
64728,65141,77,2484,false
57377,58030,9,3921,false
64282,64858,152,3462,false
61361,61716,26,2132,false
64294,64649,26,2132,false
65503,65769,95,1599,false
58426,58888,67,2775,false
58124,58576,9,2717,false
60633,60920,224,1728,false
63983,64388,26,2433,false
57756,58110,626,2130,false
58351,58564,77,1280,false
57584,57944,55,2161,false
64835,65499,77,3989,false
58308,58925,95,3706,false
60626,61290,77,3989,false
63176,63948,123,4637,false
66300,66703,12,2419,false
57554,57767,77,1280,false
61598,61907,55,1860,false
60856,61420,78,3388,false
61814,62123,55,1860,false
63623,64135,67,3076,false
61045,61706,55,3967,false
60497,61214,93,4306,false
61468,61982,77,3086,false
58039,58252,78,1281,false
57631,58143,67,3076,false
61355,62032,152,4064,false
63195,63458,77,1581,false
59533,60186,12,3924,false
62705,63018,77,1882,false
60398,60778,178,2284,false
59122,59281,55,957,false
61441,61766,149,1954,false
59781,60291,55,3064,false
63014,63280,93,1597,false
60898,61716,396,4910,false
62992,63217,450,1352,false
65453,66106,9,3921,false
59562,59823,67,1571,false
65262,65473,67,1270,false
60430,60555,152,753,false
58144,58758,77,3688,false
58568,59084,93,3102,false
62875,63467,246,3556,false
65731,66027,275,1779,false
62857,63273,95,2502,false
61236,61649,77,2484,false
60129,60696,396,3405,false
63531,63844,77,1882,false
59268,59982,77,4290,false
60350,60826,152,2860,false
57598,58129,178,3187,false
64442,65223,178,4692,false
63058,63269,67,1270,false
60494,60857,77,2183,false
64505,64664,55,957,false
60314,60690,152,2258,false
62502,63028,152,3161,false
58707,58916,55,1258,false
61756,62211,26,2734,false
64055,64619,77,3387,false
58230,58792,67,3377,false
65960,66841,171,5287,false
65717,65815,289,589,false
63592,64206,77,3688,false
58775,59138,78,2184,false
64513,65219,26,4239,false
59170,59634,78,2786,false
62995,63505,55,3064,false
64614,64818,26,1229,false
59326,59542,95,1298,false
65018,65520,9,3018,false
61055,61593,224,3233,false
65115,65324,55,1258,false
58836,59352,93,3102,false
65779,66189,55,2462,false
58862,59077,93,1296,false
59867,60230,77,2183,false
61048,61961,67,5484,false
62911,63503,246,3556,false
66915,67381,93,2801,false
64249,64861,67,3678,false
67171,67384,77,1280,false
57886,58248,67,2173,false
65980,66793,67,4882,false
66646,67062,95,2502,false
65941,66773,178,4993,false
64635,65090,26,2734,false
62084,62845,55,4569,false
64216,64576,55,2161,false
63296,63658,67,2173,false
58448,58828,178,2284,false
59147,59225,171,471,false
59485,60226,234,4447,false
63454,63925,123,2831,false
62723,63285,67,3377,false
61042,61659,95,3706,false
65489,66003,379,3087,false
62122,62424,12,1817,false
63876,64242,95,2201,false
59466,59976,55,3064,false
66165,66428,77,1581,false
58565,59175,55,3666,false
58840,59470,171,3782,false
64618,65132,78,3087,false
62163,62769,26,3637,false
63147,63763,693,3702,false
60135,60548,77,2484,false
61068,61456,224,2330,false
65975,66622,576,3886,false
60824,61245,123,2530,false
61265,61779,77,3086,false
61411,61586,152,1054,false
64754,65627,123,5239,false
62306,62661,26,2132,false
64996,65499,12,3021,false
60394,60653,55,1559,false
59769,60124,26,2132,false
66533,66799,95,1599,false
65425,65777,12,2118,false
64775,65566,234,4748,false
62713,63129,93,2500,false
66492,67064,123,3433,false
57782,58362,171,3481,false
59514,60429,78,5495,false
65289,65665,152,2258,false
60225,60678,12,2720,false
63062,63779,95,4308,false
63631,63957,152,1957,false
61269,61532,77,1581,false
59294,59797,12,3021,false
61101,61618,95,3104,false
59409,60026,95,3706,false
60717,61389,123,4035,false
60340,60963,130,3741,false
66436,66711,152,1656,false
61518,62321,9,4824,false
58025,58338,78,1883,false
60529,60759,178,1381,false
64229,64693,78,2786,false
63967,64189,130,1333,false
63550,64377,149,4964,false
61173,61940,93,4607,false
58032,58955,123,5540,false
62749,62808,55,355,false
65014,65578,77,3387,false
58233,58585,9,2115,false
60055,60519,77,2785,false
59086,59639,9,3319,false
57933,58393,55,2763,false
65512,66176,78,3990,false
60090,60652,67,3377,false
64298,64936,223,3834,false
59138,59652,77,3086,false
64814,65528,77,4290,false
63326,63855,171,3180,false
59565,59920,26,2132,false
59058,59474,93,2500,false
60542,61058,93,3102,false
66985,67765,171,4685,false
61824,62028,26,1229,false
58958,59009,12,312,false
61318,61620,12,1817,false
63554,63705,9,911,false
58105,58507,9,2416,false
59759,59925,95,997,false
59390,59892,9,3018,false
64135,64537,9,2416,false
57923,58640,93,4306,false
63065,63581,93,3102,false
64095,64676,178,3488,false
64970,65631,55,3967,false
65568,65953,206,2312,false
59546,60169,130,3741,false
60791,61217,152,2559,false
62358,62721,77,2183,false
58035,58602,93,3403,false
64656,65241,206,3516,false
65371,65876,26,3035,false
58830,59185,26,2132,false
59351,59626,152,1656,false
63036,63347,67,1872,false
60049,60661,67,3678,false
61902,62425,130,3139,false
67078,67533,26,2734,false
60388,61002,77,3688,false
58955,59334,171,2277,false
60723,60982,55,1559,false
60113,60610,576,2983,false
62036,62624,224,3534,false
62097,62406,55,1860,false
59963,60114,9,911,false
60452,60966,77,3086,false
65994,66466,130,2838,false
60970,61576,26,3637,false
58471,58831,55,2161,false
63477,63729,9,1513,false
60065,60340,152,1656,false
58852,59354,9,3018,false
61104,61960,26,5142,false
61134,61464,178,1983,false
59740,60211,123,2831,false
62517,63144,152,3763,false
62839,63102,77,1581,false
62868,63134,93,1597,false
63685,64574,224,5340,false
59080,59485,26,2433,false
61964,62528,77,3387,false
64059,64561,9,3018,false
64475,64629,26,928,false
58578,58992,78,2485,false
60668,61047,472,2277,false
66014,66628,77,3688,false
59208,59323,93,694,false
59613,59939,152,1957,false
65932,66442,55,3064,false
58101,58553,9,2717,false
60859,61362,12,3021,false
61022,61602,171,3481,false
62930,63382,9,2717,false
63794,64258,77,2785,false
64031,64244,78,1281,false
62271,62783,67,3076,false
59275,59601,152,1957,false
67377,68033,26,3938,false
63225,63646,424,2530,false
58630,59090,55,2763,false
66161,66778,95,3706,false
59829,60275,275,2682,false
64007,64523,93,3102,false
62904,63215,67,1872,false
64212,64274,77,377,false
65750,66175,149,2556,false
61368,61847,171,2879,false
58990,59353,77,2183,false
59090,59602,67,3076,false
62029,62409,178,2284,false
59600,60227,152,3763,false
65380,65732,12,2118,false
59396,59972,152,3462,false
66662,66964,9,1814,false
59096,59736,234,3845,false
61012,61325,77,1882,false
67232,67735,12,3021,false
59539,60145,26,3637,false
61561,62114,12,3322,false
58575,58636,67,367,false
64027,64644,95,3706,false
63975,64617,246,3857,false
62499,62954,26,2734,false
60671,61274,12,3623,false
64792,65204,67,2474,false
64376,65294,95,5512,false
63669,64383,378,4290,false
64848,65260,67,2474,false
61401,61856,26,2734,false
60752,60903,9,911,false
65642,65793,9,911,false
63971,64593,123,3734,false
66320,66884,78,3388,false
63845,64125,178,1682,false
61706,62119,77,2484,false
67770,68100,178,1983,false
65826,66594,95,4609,false
64200,64605,26,2433,false
60276,60838,67,3377,false
65812,66175,77,2183,false
61404,61767,77,2183,false
66033,66312,171,1675,false
62253,62583,178,1983,false
64273,64343,123,423,false
67577,68091,78,3087,false
66350,66629,171,1675,false
66699,67171,130,2838,false
60733,61347,77,3688,false
60231,61085,9,5125,false
60817,61227,55,2462,false
61638,62004,93,2199,false
59988,60314,453,1957,false
59797,60400,12,3623,false
58623,59085,67,2775,false
61868,62800,178,5595,false
63577,63838,67,1571,false
62215,62882,93,4005,false
62926,63213,224,1728,false
63169,63399,178,1381,false
59931,60283,12,2118,false
61006,61620,77,3688,false
61692,62208,93,3102,false
67355,68069,77,4290,false
66310,66576,95,1599,false
62456,62527,130,430,false
60273,60676,12,2419,false
59842,60406,77,3387,false
65208,65871,67,3979,false
65494,65553,55,355,false
62598,62802,26,1229,false
64892,65760,95,5211,false
67565,68125,55,3365,false
63693,64095,9,2416,false
66497,66852,26,2132,false
66636,66988,12,2118,false
59823,60490,95,4007,false
59029,59543,77,3086,false
63896,64609,67,4280,false
60575,60736,67,969,false
62637,63050,77,2484,false
63979,64443,77,2785,false
60011,60425,78,2485,false
60986,61288,9,1814,false
64631,64994,77,2183,false
62334,62504,123,1025,false
63638,64123,208,2916,false
58334,58887,9,3319,false
60122,60381,55,1559,false
61322,61848,152,3161,false
65647,66460,67,4882,false
60720,60981,67,1571,false
66141,66703,67,3377,false
62376,62736,55,2161,false
58804,59115,67,1872,false
66410,66922,67,3076,false
59912,60075,77,979,false
63947,64427,178,2886,false
66370,66930,55,3365,false
66735,67199,77,2785,false
63519,64180,55,3967,false
60183,60647,77,2785,false
66809,67175,95,2201,false
67919,68279,55,2161,false
65508,65868,55,2161,false
60282,60591,55,1860,false
60478,61150,123,4035,false
67531,68184,12,3924,false
60250,60602,12,2118,false
63124,63484,55,2161,false
64339,64901,67,3377,false
64314,64643,171,1976,false
61084,61916,178,4993,false
60811,61045,206,1409,false
61926,62599,130,4042,false
66605,67217,67,3678,false
59985,60602,394,3704,false
58656,59216,55,3365,false
61763,61914,9,911,false
58856,59784,152,5569,false
63348,63901,9,3319,false
65769,66090,123,1928,false
66340,66996,26,3938,false
60568,61039,123,2831,false
59160,59686,152,3161,false
58672,59174,9,3018,false
67525,67677,12,914,false
58846,59209,77,2183,false
64703,65012,55,1860,false
61984,62436,9,2717,false
64351,64653,9,1814,false
66345,66647,12,1817,false
61242,61357,93,694,false
65860,66290,178,2585,false
67853,68516,67,3979,false
63489,63641,12,914,false
66841,67552,55,4268,false
65802,66416,77,3688,false
65788,66193,626,2431,false
67143,67807,77,3989,false
66151,66412,67,1571,false
65080,65341,368,1571,false
61288,61651,77,2183,false
59077,59532,26,2734,false
58669,59281,67,3678,false
59670,59732,78,378,false
66230,66592,67,2173,false
59934,60795,55,5171,false
61312,61596,206,1710,false
68052,68256,26,1229,false
58868,59189,123,1928,false
61295,61496,9,1212,false
60820,61172,12,2118,false
60074,60791,93,4306,false
60967,61534,93,3403,false
59106,59644,223,3232,false
59574,60188,77,3688,false
63849,64154,26,1831,false
64673,65395,123,4336,false
67310,67996,206,4118,false
67259,67621,67,2173,false
68132,68384,9,1513,false
58939,59693,12,4526,false
62369,63049,171,4083,false
59019,59371,9,2115,false
66942,67347,26,2433,false
66102,66917,78,4893,false
63333,63986,9,3921,false
61137,61553,93,2500,false
61351,61753,9,2416,false
66688,67191,12,3021,false
64467,64881,78,2485,false
60665,60978,77,1882,false
65471,65723,12,1516,false
61699,62363,78,3990,false
62545,63030,208,2916,false
62803,63116,78,1883,false
58910,59320,55,2462,false
60794,61055,67,1571,false
65554,65930,152,2258,false
62397,62612,93,1296,false
59259,59371,77,678,false
61213,61529,93,1898,false
66405,67044,224,3835,false
62400,62867,95,2803,false
63405,63990,206,3516,false
64417,64869,310,2717,false
67973,68034,67,367,false
60036,60349,78,1883,false
63766,64251,206,2914,false
63266,63726,55,2763,false
58929,59509,171,3481,false
66620,67123,12,3021,false
65416,65746,178,1983,false
66964,67223,55,1559,false
66932,67485,12,3322,false
60678,61342,77,3989,false
61434,61894,55,2763,false
59571,59873,12,1817,false
59278,59851,130,3440,false
64818,65248,178,2585,false
65444,66047,9,3620,false
59673,60237,78,3388,false
63747,63872,152,753,false
64083,64184,9,610,false
61424,61649,152,1355,false
65817,66130,78,1883,false
58926,59305,171,2277,false
61923,62478,26,3336,false
64944,65554,55,3666,false
63646,64017,123,2229,false
61081,61491,55,2462,false
65783,66104,123,1928,false
60840,61192,12,2118,false
63615,64129,77,3086,false
63868,64173,26,1831,false
63569,63832,77,1581,false
63546,64101,26,3336,false
59616,59879,77,1581,false
58920,59325,26,2433,false
59393,59495,12,613,false
65325,65647,130,1935,false
67332,67935,9,3620,false
64530,64743,77,1280,false
68262,68822,55,3365,false
59061,59664,9,3620,false
66415,66694,171,1675,false
58881,59345,77,2785,false
60707,61162,26,2734,false
61408,61989,178,3488,false
63420,63887,95,2803,false
67734,68289,26,3336,false
62001,62411,55,2462,false
67468,67828,55,2161,false
59003,59508,26,3035,false
59288,59698,55,2462,false
68388,68798,55,2462,false
68088,68605,95,3104,false
63786,63940,26,928,false
64500,64813,77,1882,false
62264,62616,9,2115,false
62428,62703,152,1656,false
59536,59795,55,1559,false
60218,60580,67,2173,false
66830,67342,67,3076,false
67617,68181,77,3387,false
60391,61197,26,4841,false
59431,59933,9,3018,false
60027,60489,67,2775,false
64732,65292,55,3365,false
63673,64076,12,2419,false
61375,61837,67,2775,false
60710,60938,171,1374,false
64883,65412,171,3180,false
59240,59953,67,4280,false
64196,64802,26,3637,false
68003,68305,12,1817,false
61388,61890,310,3018,false
59835,60247,67,2474,false
59976,60411,208,2615,false
60097,60724,152,3763,false
63214,63802,224,3534,false
63817,64420,9,3620,false
61249,61866,95,3706,false
61009,61836,152,4967,false
61183,61846,67,3979,false
61929,62861,178,5595,false
66385,66596,67,1270,false
65022,65833,55,4870,false
67132,67570,224,2631,false
64107,64470,78,2184,false
63739,64055,95,1900,false
65173,65561,223,2329,false
61003,61212,55,1258,false
59804,59929,152,753,false
68231,68895,78,3990,false
68319,68628,55,1860,false
68033,68643,55,3666,false
61035,61556,123,3132,false
59428,59831,12,2419,false
61933,62536,12,3623,false
61783,62162,171,2277,false
63240,63551,67,1872,false
67039,67202,77,979,false
68866,69017,9,911,false
67900,68761,55,5171,false
60863,61266,12,2419,false
60433,60545,77,678,false
61848,62360,67,3076,false
62937,63690,9,4523,false
67315,67467,12,914,false
65049,65354,26,1831,false
67451,67626,152,1054,false
60571,61050,171,2879,false
61150,61712,368,3377,false
64051,64901,289,5104,false
65249,65804,26,3336,false
60366,60721,26,2132,false
61739,62011,130,1634,false
61919,62321,9,2416,false
61458,61961,12,3021,false
68369,68972,12,3623,false
67931,68441,55,3064,false
68175,68436,67,1571,false
67894,68399,26,3035,false
67050,67251,9,1212,false
61655,62207,609,3317,false
59698,60284,208,3518,false
63394,63858,77,2785,false
67088,67354,93,1597,false
66280,66782,9,3018,false
61451,61653,12,1215,false
66146,66559,77,2484,false
64011,64841,171,4986,false
67612,68226,78,3689,false
64534,65060,152,3161,false
63860,64577,93,4306,false
64131,64703,123,3433,false
65912,66715,9,4824,false
67758,68263,26,3035,false
60158,60419,67,1571,false
65874,66176,9,1814,false
61531,61783,9,1513,false
65448,65958,55,3064,false
67823,68550,152,4365,false
62788,63140,9,2115,false
63991,64444,12,2720,false
66793,67189,275,2381,false
65605,66382,152,4666,false
61127,61680,12,3322,false
67646,67798,12,914,false
66889,66951,77,377,false
68555,68857,12,1817,false
64992,65355,77,2183,false
63113,63769,327,3938,false
66899,67452,12,3322,false
64652,65219,95,3405,false
61065,61378,77,1882,false
60317,60819,9,3018,false
59173,59946,130,4644,false
60043,60306,77,1581,false
65137,65453,93,1898,false
61776,62556,171,4685,false
66926,67228,12,1817,false
61988,62561,130,3440,false
61595,62334,223,4436,false
64492,65257,77,4591,false
63999,64475,149,2857,false
65235,65687,9,2717,false
67681,67894,78,1281,false
67018,67478,55,2763,false
61578,62331,9,4523,false
65253,65619,95,2201,false
63538,63867,171,1976,false
59371,60035,77,3989,false
65638,66244,26,3637,false
62187,62718,178,3187,false
60177,60239,78,378,false
60106,60458,9,2115,false
61226,61288,77,377,false
68982,69295,78,1883,false
64664,65377,67,4280,false
65398,66159,55,4569,false
66087,66508,123,2530,false
63143,63609,93,2801,false
61121,61535,78,2485,false
66004,66506,9,3018,false
60084,60988,12,5429,false
64392,64755,77,2183,false
67835,67989,26,928,false
66553,66866,78,1883,false
61892,62205,77,1882,false
68027,68439,67,2474,false
62627,63191,77,3387,false
63696,64199,12,3021,false
61834,62239,327,2433,false
60902,61154,12,1516,false
63132,63809,152,4064,false
66225,66484,55,1559,false
61645,62150,327,3035,false
63932,64485,9,3319,false
68287,68797,55,3064,false
60500,60763,78,1582,false
63110,63235,152,753,false
61052,61605,9,3319,false
61163,61465,9,1814,false
63073,63537,77,2785,false
60607,61029,130,2537,false
67243,67552,55,1860,false
65334,65597,77,1581,false
60401,61015,78,3689,false
62871,63050,178,1080,false
61039,61756,95,4308,false
64926,65540,77,3688,false
63428,63938,55,3064,false
66097,66582,208,2916,false
67658,67828,123,1025,false
62655,62993,224,2029,false
64372,65087,78,4291,false
60202,60812,55,3666,false
67198,67553,26,2132,false
60921,61610,223,4135,false
68786,69300,77,3086,false
64152,64662,55,3064,false
62559,62975,93,2500,false
62716,63245,171,3180,false
68947,69407,55,2763,false
64987,65422,206,2613,false
65755,66668,67,5484,false
64827,65638,55,4870,false
67491,67553,78,378,false
60905,61609,12,4225,false
67204,67616,67,2474,false
64922,65147,152,1355,false
64961,65664,9,4222,false
60513,60977,77,2785,false
65522,65932,55,2462,false
65204,65926,123,4336,false
60324,60891,93,3403,false
64698,65064,93,2199,false
68719,69079,55,2161,false
59937,60242,26,1831,false
61618,62232,77,3688,false
63485,63794,55,1860,false
66431,66995,77,3387,false
62313,62940,152,3763,false
59593,60379,206,4720,false
63798,64158,55,2161,false
63032,63696,78,3990,false
65199,65852,612,3922,false
65680,66244,77,3387,false
62330,63083,9,4523,false
62153,62505,12,2118,false
61967,62283,93,1898,false
66215,66570,26,2132,false
60289,60794,26,3035,false
62485,62648,77,979,false
66725,67280,26,3336,false
62180,62733,9,3319,false
69175,69728,9,3319,false
62538,63165,152,3763,false
64797,65300,12,3021,false
60581,61057,152,2860,false
60944,61550,628,3637,false
59918,60247,171,1976,false
68739,69149,55,2462,false
61936,62138,12,1215,false
63720,64437,93,4306,false
65005,65766,55,4569,false
68806,69015,55,1258,false
68934,68996,77,377,false
61186,61789,9,3620,false
62698,63119,123,2530,false
67629,68117,224,2932,false
62577,63080,12,3021,false
65062,65425,78,2184,false
66365,66474,55,656,false
62767,63220,313,2720,false
68759,69323,77,3387,false
68693,69253,55,3365,false
60311,61024,67,4280,false
64853,65358,26,3035,false
64075,64591,93,3102,false
65480,65893,77,2484,false
60866,61271,26,2433,false
63187,63639,9,2717,false
60523,60987,78,2786,false
60382,61199,93,4908,false
66991,67405,78,2485,false
62670,63146,149,2857,false
67670,68331,55,3967,false
69637,69953,93,1898,false
60362,61349,206,5924,false
65142,66046,9,5426,false
69439,69941,9,3018,false
64388,64549,67,969,false
63731,64247,93,3102,false
63833,64397,77,3387,false
61702,62630,152,5569,false
68082,68696,77,3688,false
60924,61685,55,4569,false
68414,68623,55,1258,false
68614,68816,12,1215,false
65476,65641,93,995,false
60517,61181,77,3989,false
68975,69542,93,3403,false
64306,64682,152,2258,false
64290,64492,12,1215,false
68125,68237,77,678,false
63716,64121,26,2433,false
69432,69519,223,523,false
61474,62036,67,3377,false
64551,65106,26,3336,false
64099,64312,78,1281,false
62393,62869,152,2860,false
68237,68589,12,2118,false
62467,63081,77,3688,false
61970,62486,93,3102,false
63837,64351,77,3086,false
69556,69717,67,969,false
63217,63554,223,2028,false
68113,68629,93,3102,false
60772,61074,9,1814,false
65402,66213,55,4870,false
66857,67178,123,1928,false
60869,60980,67,668,false
62205,62518,78,1883,false
62142,62656,78,3087,false
62944,63223,171,1675,false
62520,62946,152,2559,false
64887,65200,77,1882,false
65499,66216,93,4306,false
60221,60624,12,2419,false
65119,65285,95,997,false
62267,62720,12,2720,false
68853,69068,93,1296,false
68620,69122,9,3018,false
62184,62438,26,1530,false
66523,66999,152,2860,false
64127,64587,55,2763,false
61790,61953,77,979,false
66275,66992,93,4306,false
65159,65522,78,2184,false
65231,65935,12,4225,false
65000,65287,224,1728,false
65298,65762,77,2785,false
63751,63953,12,1215,false
61797,62261,77,2785,false
66652,66978,152,1957,false
62563,63278,78,4291,false
61743,62520,152,4666,false
66937,67664,152,4365,false
67012,67408,275,2381,false
64935,65287,9,2115,false
62792,63256,78,2786,false
69772,70024,12,1516,false
67817,67919,12,613,false
64779,64940,67,969,false
63424,63955,178,3187,false
61885,62048,78,980,false
69113,69565,9,2717,false
62677,63349,725,4035,false
62720,63241,123,3132,false
65888,66090,12,1215,false
62846,63133,224,1728,false
64563,65390,152,4967,false
67138,67903,77,4591,false
65088,65258,123,1025,false
63481,64184,9,4222,false
62015,62441,152,2559,false
62861,63170,55,1860,false
65280,65567,224,1728,false
60931,61059,171,772,false
61016,61622,26,3637,false
63206,63618,67,2474,false
64677,64990,78,1883,false
64430,64842,67,2474,false
62449,62503,26,326,false
62481,63045,77,3387,false
64741,65093,12,2118,false
67664,67788,149,750,false
60768,61084,95,1900,false
65807,66059,12,1516,false
62295,62655,55,2161,false
66836,67740,9,5426,false
67343,67703,55,2161,false
61488,61701,77,1280,false
63173,63401,171,1374,false
68169,68582,77,2484,false
63382,64159,152,4666,false
64647,65187,234,3243,false
63735,64398,67,3979,false
65582,65745,78,980,false
63627,64294,93,4005,false
68465,68977,67,3076,false
64831,65441,55,3666,false
63743,64056,78,1883,false
63662,63925,378,1581,false
67728,68534,26,4841,false
67937,68490,12,3322,false
64567,65079,67,3076,false
61615,61920,26,1831,false
64939,65302,77,2183,false
68363,68927,77,3387,false
68907,69371,77,2785,false
62111,62815,12,4225,false
65330,65605,149,1653,false
60843,61123,178,1682,false
65793,66006,77,1280,false
66210,66774,378,3387,false
63300,63914,77,3688,false
62386,62520,208,809,false
63136,63901,77,4591,false
61335,61644,55,1860,false
63258,63713,26,2734,false
69600,70010,55,2462,false
61484,61800,95,1900,false
60876,61515,224,3835,false
